Site,Sample_Type,Rep,Dilution,Substrate,Time,Absorbance
Soil_2,Soil,2,0.01,D-Galactonic Acid γ-Lactone,144,1.298
Soil_2,Soil,2,0.01,L-Arginine,24,0.887
Soil_2,Soil,2,0.01,L-Arginine,48,1.24
Soil_2,Soil,2,0.01,L-Arginine,144,1.5
Soil_2,Soil,2,0.01,Pyruvic Acid Methyl Ester,24,0.574
Soil_2,Soil,2,0.01,Pyruvic Acid Methyl Ester,48,0.926
Soil_2,Soil,2,0.01,Pyruvic Acid Methyl Ester,144,1.595
Soil_2,Soil,2,0.01,D-Xylose,24,0.903
Soil_2,Soil,2,0.01,D-Xylose,48,1.738
Soil_2,Soil,2,0.01,D-Xylose,144,2.14
Soil_2,Soil,2,0.01,D-Galacturonic Acid,24,1.13
Soil_2,Soil,2,0.01,D-Galacturonic Acid,48,1.372
Soil_2,Soil,2,0.01,D-Galacturonic Acid,144,1.666
Soil_2,Soil,2,0.01,L-Asparganine,24,0.893
Soil_2,Soil,2,0.01,L-Asparganine,48,1.513
Soil_2,Soil,2,0.01,L-Asparganine,144,1.727
Soil_2,Soil,2,0.01,Tween 40,24,0.04
Soil_2,Soil,2,0.01,Tween 40,48,0.606
Soil_2,Soil,2,0.01,Tween 40,144,1.967
Soil_2,Soil,2,0.01,i-Erythitol,24,0.114
Soil_2,Soil,2,0.01,i-Erythitol,48,0.346
Soil_2,Soil,2,0.01,i-Erythitol,144,1.461
Soil_2,Soil,2,0.01,2-Hydroxy Benzoic Acid,24,0.28
Soil_2,Soil,2,0.01,2-Hydroxy Benzoic Acid,48,0.589
Soil_2,Soil,2,0.01,2-Hydroxy Benzoic Acid,144,1.925
Soil_2,Soil,2,0.01,L-Phenylalanine,24,0
Soil_2,Soil,2,0.01,L-Phenylalanine,48,0.143
Soil_2,Soil,2,0.01,L-Phenylalanine,144,1.694
Soil_2,Soil,2,0.01,Tween 80,24,0.588
Soil_2,Soil,2,0.01,Tween 80,48,0.809
Soil_2,Soil,2,0.01,Tween 80,144,1.769
Soil_2,Soil,2,0.01,D-Mannitol,24,0.534
Soil_2,Soil,2,0.01,D-Mannitol,48,1.438
Soil_2,Soil,2,0.01,D-Mannitol,144,1.873
Soil_2,Soil,2,0.01,4-Hydroxy Benzoic Acid,24,0.512
Soil_2,Soil,2,0.01,4-Hydroxy Benzoic Acid,48,1.077
Soil_2,Soil,2,0.01,4-Hydroxy Benzoic Acid,144,1.874
Soil_2,Soil,2,0.01,L-Serine,24,0.873
Soil_2,Soil,2,0.01,L-Serine,48,1.529
Soil_2,Soil,2,0.01,L-Serine,144,1.937
Soil_2,Soil,2,0.01,α-Cyclodextrin,24,0.146
Soil_2,Soil,2,0.01,α-Cyclodextrin,48,0.237
Soil_2,Soil,2,0.01,α-Cyclodextrin,144,1.652
Soil_2,Soil,2,0.01,N-Acetyl-D-Glucosamine,24,0.633
Soil_2,Soil,2,0.01,N-Acetyl-D-Glucosamine,48,1.429
Soil_2,Soil,2,0.01,N-Acetyl-D-Glucosamine,144,1.685
Soil_2,Soil,2,0.01,γ-Hydroxybutyric Acid,24,0
Soil_2,Soil,2,0.01,γ-Hydroxybutyric Acid,48,0.153
Soil_2,Soil,2,0.01,γ-Hydroxybutyric Acid,144,0.127
Soil_2,Soil,2,0.01,L-Threonine,24,0.24
Soil_2,Soil,2,0.01,L-Threonine,48,0.391
Soil_2,Soil,2,0.01,L-Threonine,144,1.455
Soil_2,Soil,2,0.01,Glycogen,24,0.265
Soil_2,Soil,2,0.01,Glycogen,48,1.072
Soil_2,Soil,2,0.01,Glycogen,144,1.28
Soil_2,Soil,2,0.01,D-Glucosaminic Acid,24,0.033
Soil_2,Soil,2,0.01,D-Glucosaminic Acid,48,0.318
Soil_2,Soil,2,0.01,D-Glucosaminic Acid,144,1.816
Soil_2,Soil,2,0.01,Itaconic Acid,24,0.126
Soil_2,Soil,2,0.01,Itaconic Acid,48,0.512
Soil_2,Soil,2,0.01,Itaconic Acid,144,1.469
Soil_2,Soil,2,0.01,Glycyl-L-Glutamic Acid,24,0.179
Soil_2,Soil,2,0.01,Glycyl-L-Glutamic Acid,48,0.279
Soil_2,Soil,2,0.01,Glycyl-L-Glutamic Acid,144,0.985
Soil_2,Soil,2,0.01,D-Cellobiose,24,0.798
Soil_2,Soil,2,0.01,D-Cellobiose,48,0.976
Soil_2,Soil,2,0.01,D-Cellobiose,144,1.635
Soil_2,Soil,2,0.01,Glucose-1-Phosphate,24,0
Soil_2,Soil,2,0.01,Glucose-1-Phosphate,48,0.485
Soil_2,Soil,2,0.01,Glucose-1-Phosphate,144,0.645
Soil_2,Soil,2,0.01,α-Ketobutyric Acid,24,0
Soil_2,Soil,2,0.01,α-Ketobutyric Acid,48,0
Soil_2,Soil,2,0.01,α-Ketobutyric Acid,144,0
Soil_2,Soil,2,0.01,Phenylethylamine,24,0.726
Soil_2,Soil,2,0.01,Phenylethylamine,48,1.18
Soil_2,Soil,2,0.01,Phenylethylamine,144,1.946
Soil_2,Soil,2,0.01,α-D-Lactose,24,0
Soil_2,Soil,2,0.01,α-D-Lactose,48,0.047
Soil_2,Soil,2,0.01,α-D-Lactose,144,1.527
Soil_2,Soil,2,0.01,D.L -α-Glycerol Phosphate,24,0.361
Soil_2,Soil,2,0.01,D.L -α-Glycerol Phosphate,48,0.569
Soil_2,Soil,2,0.01,D.L -α-Glycerol Phosphate,144,0.662
Soil_2,Soil,2,0.01,D-Mallic Acid,24,0.407
Soil_2,Soil,2,0.01,D-Mallic Acid,48,0.949
Soil_2,Soil,2,0.01,D-Mallic Acid,144,1.356
Soil_2,Soil,2,0.01,Putrescine,24,0.238
Soil_2,Soil,2,0.01,Putrescine,48,0.603
Soil_2,Soil,2,0.01,Putrescine,144,1.144
Soil_2,Soil,2,0.1,Water,24,0
Soil_2,Soil,2,0.1,Water,48,0
Soil_2,Soil,2,0.1,Water,144,0
Soil_2,Soil,2,0.1,β-Methyl-D- Glucoside,24,0.703
Soil_2,Soil,2,0.1,β-Methyl-D- Glucoside,48,0.878
Soil_2,Soil,2,0.1,β-Methyl-D- Glucoside,144,0.853
Soil_2,Soil,2,0.1,D-Galactonic Acid γ-Lactone,24,0.374
Soil_2,Soil,2,0.1,D-Galactonic Acid γ-Lactone,48,0.717
Soil_2,Soil,2,0.1,D-Galactonic Acid γ-Lactone,144,0.957
Soil_2,Soil,2,0.1,L-Arginine,24,0.575
Soil_2,Soil,2,0.1,L-Arginine,48,0.984
Soil_2,Soil,2,0.1,L-Arginine,144,1.306
Soil_2,Soil,2,0.1,Pyruvic Acid Methyl Ester,24,0.499
Soil_2,Soil,2,0.1,Pyruvic Acid Methyl Ester,48,0.637
Soil_2,Soil,2,0.1,Pyruvic Acid Methyl Ester,144,0.565
Soil_2,Soil,2,0.1,D-Xylose,24,0.513
Soil_2,Soil,2,0.1,D-Xylose,48,1.015
Soil_2,Soil,2,0.1,D-Xylose,144,1.594
Soil_2,Soil,2,0.1,D-Galacturonic Acid,24,0.708
Soil_2,Soil,2,0.1,D-Galacturonic Acid,48,0.943
Soil_2,Soil,2,0.1,D-Galacturonic Acid,144,1.308
Soil_2,Soil,2,0.1,L-Asparganine,24,0.761
Soil_2,Soil,2,0.1,L-Asparganine,48,1.25
Soil_2,Soil,2,0.1,L-Asparganine,144,1.725
Soil_2,Soil,2,0.1,Tween 40,24,0.255
Soil_2,Soil,2,0.1,Tween 40,48,0.584
Soil_2,Soil,2,0.1,Tween 40,144,1.204
Soil_2,Soil,2,0.1,i-Erythitol,24,0.153
Soil_2,Soil,2,0.1,i-Erythitol,48,0.295
Soil_2,Soil,2,0.1,i-Erythitol,144,1.618
Soil_2,Soil,2,0.1,2-Hydroxy Benzoic Acid,24,0
Soil_2,Soil,2,0.1,2-Hydroxy Benzoic Acid,48,0
Soil_2,Soil,2,0.1,2-Hydroxy Benzoic Acid,144,0.79
Soil_2,Soil,2,0.1,L-Phenylalanine,24,0.285
Soil_2,Soil,2,0.1,L-Phenylalanine,48,0.403
Soil_2,Soil,2,0.1,L-Phenylalanine,144,1.727
Soil_2,Soil,2,0.1,Tween 80,24,0.516
Soil_2,Soil,2,0.1,Tween 80,48,0.805
Soil_2,Soil,2,0.1,Tween 80,144,1.415
Soil_2,Soil,2,0.1,D-Mannitol,24,0.786
Soil_2,Soil,2,0.1,D-Mannitol,48,1.127
Soil_2,Soil,2,0.1,D-Mannitol,144,1.837
Soil_2,Soil,2,0.1,4-Hydroxy Benzoic Acid,24,0.382
Soil_2,Soil,2,0.1,4-Hydroxy Benzoic Acid,48,0.521
Soil_2,Soil,2,0.1,4-Hydroxy Benzoic Acid,144,1.143
Soil_2,Soil,2,0.1,L-Serine,24,0.662
Soil_2,Soil,2,0.1,L-Serine,48,1.075
Soil_2,Soil,2,0.1,L-Serine,144,1.67
Soil_2,Soil,2,0.1,α-Cyclodextrin,24,0
Soil_2,Soil,2,0.1,α-Cyclodextrin,48,0.545
Soil_2,Soil,2,0.1,α-Cyclodextrin,144,1.276
Soil_2,Soil,2,0.1,N-Acetyl-D-Glucosamine,24,0.472
Soil_2,Soil,2,0.1,N-Acetyl-D-Glucosamine,48,1.103
Soil_2,Soil,2,0.1,N-Acetyl-D-Glucosamine,144,1.641
Soil_2,Soil,2,0.1,γ-Hydroxybutyric Acid,24,0
Soil_2,Soil,2,0.1,γ-Hydroxybutyric Acid,48,0
Soil_2,Soil,2,0.1,γ-Hydroxybutyric Acid,144,0
Soil_2,Soil,2,0.1,L-Threonine,24,0.287
Soil_2,Soil,2,0.1,L-Threonine,48,0.575
Soil_2,Soil,2,0.1,L-Threonine,144,1.704
Soil_2,Soil,2,0.1,Glycogen,24,0.566
Soil_2,Soil,2,0.1,Glycogen,48,0.811
Soil_2,Soil,2,0.1,Glycogen,144,0.834
Soil_2,Soil,2,0.1,D-Glucosaminic Acid,24,0.229
Soil_2,Soil,2,0.1,D-Glucosaminic Acid,48,0.4
Soil_2,Soil,2,0.1,D-Glucosaminic Acid,144,1.284
Soil_2,Soil,2,0.1,Itaconic Acid,24,0.339
Soil_2,Soil,2,0.1,Itaconic Acid,48,0.683
Soil_2,Soil,2,0.1,Itaconic Acid,144,1.585
Soil_2,Soil,2,0.1,Glycyl-L-Glutamic Acid,24,0.186
Soil_2,Soil,2,0.1,Glycyl-L-Glutamic Acid,48,0.319
Soil_2,Soil,2,0.1,Glycyl-L-Glutamic Acid,144,1.113
Soil_2,Soil,2,0.1,D-Cellobiose,24,0.05
Soil_2,Soil,2,0.1,D-Cellobiose,48,0.821
Soil_2,Soil,2,0.1,D-Cellobiose,144,1.153
Soil_2,Soil,2,0.1,Glucose-1-Phosphate,24,0
Soil_2,Soil,2,0.1,Glucose-1-Phosphate,48,0
Soil_2,Soil,2,0.1,Glucose-1-Phosphate,144,0.704
Soil_2,Soil,2,0.1,α-Ketobutyric Acid,24,0.244
Soil_2,Soil,2,0.1,α-Ketobutyric Acid,48,0.385
Soil_2,Soil,2,0.1,α-Ketobutyric Acid,144,1.006
Soil_2,Soil,2,0.1,Phenylethylamine,24,0
Soil_2,Soil,2,0.1,Phenylethylamine,48,0.112
Soil_2,Soil,2,0.1,Phenylethylamine,144,1.717
Soil_2,Soil,2,0.1,α-D-Lactose,24,0.043
Soil_2,Soil,2,0.1,α-D-Lactose,48,0.559
Soil_2,Soil,2,0.1,α-D-Lactose,144,0.963
Soil_2,Soil,2,0.1,D.L -α-Glycerol Phosphate,24,0.265
Soil_2,Soil,2,0.1,D.L -α-Glycerol Phosphate,48,0.273
Soil_2,Soil,2,0.1,D.L -α-Glycerol Phosphate,144,0.218
Soil_2,Soil,2,0.1,D-Mallic Acid,24,0.445
Soil_2,Soil,2,0.1,D-Mallic Acid,48,0.446
Soil_2,Soil,2,0.1,D-Mallic Acid,144,0.984
Soil_2,Soil,2,0.1,Putrescine,24,0.48
Soil_2,Soil,2,0.1,Putrescine,48,0.653
Soil_2,Soil,2,0.1,Putrescine,144,0.794
Soil_2,Soil,3,0.001,Water,24,0
Soil_2,Soil,3,0.001,Water,48,0
Soil_2,Soil,3,0.001,Water,144,0
Soil_2,Soil,3,0.001,β-Methyl-D- Glucoside,24,0.06
Soil_2,Soil,3,0.001,β-Methyl-D- Glucoside,48,0
Soil_2,Soil,3,0.001,β-Methyl-D- Glucoside,144,1.493
Soil_2,Soil,3,0.001,D-Galactonic Acid γ-Lactone,24,0.041
Soil_2,Soil,3,0.001,D-Galactonic Acid γ-Lactone,48,0.729
Soil_2,Soil,3,0.001,D-Galactonic Acid γ-Lactone,144,1.783
Soil_2,Soil,3,0.001,L-Arginine,24,0.001
Soil_2,Soil,3,0.001,L-Arginine,48,2.332
Soil_2,Soil,3,0.001,L-Arginine,144,2.071
Soil_2,Soil,3,0.001,Pyruvic Acid Methyl Ester,24,0.029
Soil_2,Soil,3,0.001,Pyruvic Acid Methyl Ester,48,1.167
Soil_2,Soil,3,0.001,Pyruvic Acid Methyl Ester,144,1.1
Soil_2,Soil,3,0.001,D-Xylose,24,0.004
Soil_2,Soil,3,0.001,D-Xylose,48,0
Soil_2,Soil,3,0.001,D-Xylose,144,2.374
Soil_2,Soil,3,0.001,D-Galacturonic Acid,24,0.167
Soil_2,Soil,3,0.001,D-Galacturonic Acid,48,2.154
Soil_2,Soil,3,0.001,D-Galacturonic Acid,144,2.156
Soil_2,Soil,3,0.001,L-Asparganine,24,0.061
Soil_2,Soil,3,0.001,L-Asparganine,48,2.785
Soil_2,Soil,3,0.001,L-Asparganine,144,2.705
Soil_2,Soil,3,0.001,Tween 40,24,0
Soil_2,Soil,3,0.001,Tween 40,48,1.424
Soil_2,Soil,3,0.001,Tween 40,144,2.134
Soil_2,Soil,3,0.001,i-Erythitol,24,0
Soil_2,Soil,3,0.001,i-Erythitol,48,0
Soil_2,Soil,3,0.001,i-Erythitol,144,1.902
Soil_2,Soil,3,0.001,2-Hydroxy Benzoic Acid,24,0.067
Soil_2,Soil,3,0.001,2-Hydroxy Benzoic Acid,48,0
Soil_2,Soil,3,0.001,2-Hydroxy Benzoic Acid,144,1.06
Soil_2,Soil,3,0.001,L-Phenylalanine,24,0.139
Soil_2,Soil,3,0.001,L-Phenylalanine,48,0.103
Soil_2,Soil,3,0.001,L-Phenylalanine,144,1.856
Soil_2,Soil,3,0.001,Tween 80,24,0.048
Soil_2,Soil,3,0.001,Tween 80,48,1.494
Soil_2,Soil,3,0.001,Tween 80,144,2.374
Soil_2,Soil,3,0.001,D-Mannitol,24,0.229
Soil_2,Soil,3,0.001,D-Mannitol,48,1.778
Soil_2,Soil,3,0.001,D-Mannitol,144,2.79
Soil_2,Soil,3,0.001,4-Hydroxy Benzoic Acid,24,0.307
Soil_2,Soil,3,0.001,4-Hydroxy Benzoic Acid,48,1.465
Soil_2,Soil,3,0.001,4-Hydroxy Benzoic Acid,144,2.587
Soil_2,Soil,3,0.001,L-Serine,24,0.289
Soil_2,Soil,3,0.001,L-Serine,48,2.451
Soil_2,Soil,3,0.001,L-Serine,144,2.247
Soil_2,Soil,3,0.001,α-Cyclodextrin,24,0.007
Soil_2,Soil,3,0.001,α-Cyclodextrin,48,0.251
Soil_2,Soil,3,0.001,α-Cyclodextrin,144,2.628
Soil_2,Soil,3,0.001,N-Acetyl-D-Glucosamine,24,0.146
Soil_2,Soil,3,0.001,N-Acetyl-D-Glucosamine,48,0.85
Soil_2,Soil,3,0.001,N-Acetyl-D-Glucosamine,144,2.618
Soil_2,Soil,3,0.001,γ-Hydroxybutyric Acid,24,0.12
Soil_2,Soil,3,0.001,γ-Hydroxybutyric Acid,48,0.476
Soil_2,Soil,3,0.001,γ-Hydroxybutyric Acid,144,0.33
Soil_2,Soil,3,0.001,L-Threonine,24,0.202
Soil_2,Soil,3,0.001,L-Threonine,48,0
Soil_2,Soil,3,0.001,L-Threonine,144,1.148
Soil_2,Soil,3,0.001,Glycogen,24,0.041
Soil_2,Soil,3,0.001,Glycogen,48,2.022
Soil_2,Soil,3,0.001,Glycogen,144,1.721
Soil_2,Soil,3,0.001,D-Glucosaminic Acid,24,0.022
Soil_2,Soil,3,0.001,D-Glucosaminic Acid,48,0.871
Soil_2,Soil,3,0.001,D-Glucosaminic Acid,144,2.492
Soil_2,Soil,3,0.001,Itaconic Acid,24,0.128
Soil_2,Soil,3,0.001,Itaconic Acid,48,0
Soil_2,Soil,3,0.001,Itaconic Acid,144,2.35
Soil_2,Soil,3,0.001,Glycyl-L-Glutamic Acid,24,0.152
Soil_2,Soil,3,0.001,Glycyl-L-Glutamic Acid,48,0.235
Soil_2,Soil,3,0.001,Glycyl-L-Glutamic Acid,144,1.494
Soil_2,Soil,3,0.001,D-Cellobiose,24,0
Soil_2,Soil,3,0.001,D-Cellobiose,48,2.048
Soil_2,Soil,3,0.001,D-Cellobiose,144,1.673
Soil_2,Soil,3,0.001,Glucose-1-Phosphate,24,0.006
Soil_2,Soil,3,0.001,Glucose-1-Phosphate,48,0
Soil_2,Soil,3,0.001,Glucose-1-Phosphate,144,2.065
Soil_2,Soil,3,0.001,α-Ketobutyric Acid,24,0.005
Soil_2,Soil,3,0.001,α-Ketobutyric Acid,48,0.195
Soil_2,Soil,3,0.001,α-Ketobutyric Acid,144,1.062
Soil_2,Soil,3,0.001,Phenylethylamine,24,0.02
Soil_2,Soil,3,0.001,Phenylethylamine,48,0.538
Soil_2,Soil,3,0.001,Phenylethylamine,144,2.501
Soil_2,Soil,3,0.001,α-D-Lactose,24,0.007
Soil_2,Soil,3,0.001,α-D-Lactose,48,0
Soil_2,Soil,3,0.001,α-D-Lactose,144,2.107
Soil_2,Soil,3,0.001,D.L -α-Glycerol Phosphate,24,0.101
Soil_2,Soil,3,0.001,D.L -α-Glycerol Phosphate,48,0.158
Soil_2,Soil,3,0.001,D.L -α-Glycerol Phosphate,144,0.323
Soil_2,Soil,3,0.001,D-Mallic Acid,24,0
Soil_2,Soil,3,0.001,D-Mallic Acid,48,0.947
Soil_2,Soil,3,0.001,D-Mallic Acid,144,1.65
Soil_2,Soil,3,0.001,Putrescine,24,0.11
Soil_2,Soil,3,0.001,Putrescine,48,1.47
Soil_2,Soil,3,0.001,Putrescine,144,1.222
Soil_2,Soil,3,0.01,Water,24,0
Soil_2,Soil,3,0.01,Water,48,0
Soil_2,Soil,3,0.01,Water,144,0
Soil_2,Soil,3,0.01,β-Methyl-D- Glucoside,24,0
Soil_2,Soil,3,0.01,β-Methyl-D- Glucoside,48,1.139
Soil_2,Soil,3,0.01,β-Methyl-D- Glucoside,144,1.046
Soil_2,Soil,3,0.01,D-Galactonic Acid γ-Lactone,24,0.004
Soil_2,Soil,3,0.01,D-Galactonic Acid γ-Lactone,48,0.794
Soil_2,Soil,3,0.01,D-Galactonic Acid γ-Lactone,144,1.332
Soil_2,Soil,3,0.01,L-Arginine,24,0.006
Soil_2,Soil,3,0.01,L-Arginine,48,1.623
Soil_2,Soil,3,0.01,L-Arginine,144,1.369
Soil_2,Soil,3,0.01,Pyruvic Acid Methyl Ester,24,0.024
Soil_2,Soil,3,0.01,Pyruvic Acid Methyl Ester,48,1.1
Soil_2,Soil,3,0.01,Pyruvic Acid Methyl Ester,144,1.878
Soil_2,Soil,3,0.01,D-Xylose,24,0.065
Soil_2,Soil,3,0.01,D-Xylose,48,1.413
Soil_2,Soil,3,0.01,D-Xylose,144,1.802
Soil_2,Soil,3,0.01,D-Galacturonic Acid,24,0.155
Soil_2,Soil,3,0.01,D-Galacturonic Acid,48,1.593
Soil_2,Soil,3,0.01,D-Galacturonic Acid,144,1.586
Soil_2,Soil,3,0.01,L-Asparganine,24,0.171
Soil_2,Soil,3,0.01,L-Asparganine,48,1.817
Soil_2,Soil,3,0.01,L-Asparganine,144,1.914
Soil_2,Soil,3,0.01,Tween 40,24,0.05
Soil_2,Soil,3,0.01,Tween 40,48,1.241
Soil_2,Soil,3,0.01,Tween 40,144,1.707
Soil_2,Soil,3,0.01,i-Erythitol,24,0.165
Soil_2,Soil,3,0.01,i-Erythitol,48,0.478
Soil_2,Soil,3,0.01,i-Erythitol,144,1.11
Soil_2,Soil,3,0.01,2-Hydroxy Benzoic Acid,24,0.198
Soil_2,Soil,3,0.01,2-Hydroxy Benzoic Acid,48,0.422
Soil_2,Soil,3,0.01,2-Hydroxy Benzoic Acid,144,1.807
Soil_2,Soil,3,0.01,L-Phenylalanine,24,0.23
Soil_2,Soil,3,0.01,L-Phenylalanine,48,0.798
Soil_2,Soil,3,0.01,L-Phenylalanine,144,1.871
Soil_2,Soil,3,0.01,Tween 80,24,0.181
Soil_2,Soil,3,0.01,Tween 80,48,0.922
Soil_2,Soil,3,0.01,Tween 80,144,1.918
Soil_2,Soil,3,0.01,D-Mannitol,24,0.169
Soil_2,Soil,3,0.01,D-Mannitol,48,1.734
Soil_2,Soil,3,0.01,D-Mannitol,144,2.078
Soil_2,Soil,3,0.01,4-Hydroxy Benzoic Acid,24,0.107
Soil_2,Soil,3,0.01,4-Hydroxy Benzoic Acid,48,1.226
Soil_2,Soil,3,0.01,4-Hydroxy Benzoic Acid,144,1.764
Soil_2,Soil,3,0.01,L-Serine,24,0.263
Soil_2,Soil,3,0.01,L-Serine,48,1.698
Soil_2,Soil,3,0.01,L-Serine,144,1.975
Soil_2,Soil,3,0.01,α-Cyclodextrin,24,0.239
Soil_2,Soil,3,0.01,α-Cyclodextrin,48,0.328
Soil_2,Soil,3,0.01,α-Cyclodextrin,144,1.691
Soil_2,Soil,3,0.01,N-Acetyl-D-Glucosamine,24,0.188
Soil_2,Soil,3,0.01,N-Acetyl-D-Glucosamine,48,1.46
Soil_2,Soil,3,0.01,N-Acetyl-D-Glucosamine,144,1.744
Soil_2,Soil,3,0.01,γ-Hydroxybutyric Acid,24,0.68
Soil_2,Soil,3,0.01,γ-Hydroxybutyric Acid,48,0.47
Soil_2,Soil,3,0.01,γ-Hydroxybutyric Acid,144,0.488
Soil_2,Soil,3,0.01,L-Threonine,24,0.197
Soil_2,Soil,3,0.01,L-Threonine,48,0.244
Soil_2,Soil,3,0.01,L-Threonine,144,1.557
Soil_2,Soil,3,0.01,Glycogen,24,0.213
Soil_2,Soil,3,0.01,Glycogen,48,1.705
Soil_2,Soil,3,0.01,Glycogen,144,1.544
Soil_2,Soil,3,0.01,D-Glucosaminic Acid,24,0.197
Soil_2,Soil,3,0.01,D-Glucosaminic Acid,48,0.672
Soil_2,Soil,3,0.01,D-Glucosaminic Acid,144,2.124
Soil_2,Soil,3,0.01,Itaconic Acid,24,0.199
Soil_2,Soil,3,0.01,Itaconic Acid,48,0.883
Soil_2,Soil,3,0.01,Itaconic Acid,144,1.911
Soil_2,Soil,3,0.01,Glycyl-L-Glutamic Acid,24,0.255
Soil_2,Soil,3,0.01,Glycyl-L-Glutamic Acid,48,0
Soil_2,Soil,3,0.01,Glycyl-L-Glutamic Acid,144,1.336
Soil_2,Soil,3,0.01,D-Cellobiose,24,0.055
Soil_2,Soil,3,0.01,D-Cellobiose,48,0.344
Soil_2,Soil,3,0.01,D-Cellobiose,144,1.835
Soil_2,Soil,3,0.01,Glucose-1-Phosphate,24,0.062
Soil_2,Soil,3,0.01,Glucose-1-Phosphate,48,0.144
Soil_2,Soil,3,0.01,Glucose-1-Phosphate,144,1.072
Soil_2,Soil,3,0.01,α-Ketobutyric Acid,24,0.084
Soil_2,Soil,3,0.01,α-Ketobutyric Acid,48,0.203
Soil_2,Soil,3,0.01,α-Ketobutyric Acid,144,1.228
Soil_2,Soil,3,0.01,Phenylethylamine,24,0.079
Soil_2,Soil,3,0.01,Phenylethylamine,48,1.495
Soil_2,Soil,3,0.01,Phenylethylamine,144,2.053
Soil_2,Soil,3,0.01,α-D-Lactose,24,0
Soil_2,Soil,3,0.01,α-D-Lactose,48,0
Soil_2,Soil,3,0.01,α-D-Lactose,144,0.681
Soil_2,Soil,3,0.01,D.L -α-Glycerol Phosphate,24,0
Soil_2,Soil,3,0.01,D.L -α-Glycerol Phosphate,48,0.031
Soil_2,Soil,3,0.01,D.L -α-Glycerol Phosphate,144,0.002
Soil_2,Soil,3,0.01,D-Mallic Acid,24,0.027
Soil_2,Soil,3,0.01,D-Mallic Acid,48,0.583
Soil_2,Soil,3,0.01,D-Mallic Acid,144,1.084
Soil_2,Soil,3,0.01,Putrescine,24,0
Soil_2,Soil,3,0.01,Putrescine,48,0.746
Soil_2,Soil,3,0.01,Putrescine,144,1.081
Soil_2,Soil,3,0.1,Water,24,0
Soil_2,Soil,3,0.1,Water,48,0
Soil_2,Soil,3,0.1,Water,144,0
Soil_2,Soil,3,0.1,β-Methyl-D- Glucoside,24,0
Soil_2,Soil,3,0.1,β-Methyl-D- Glucoside,48,0
Soil_2,Soil,3,0.1,β-Methyl-D- Glucoside,144,0
Soil_2,Soil,3,0.1,D-Galactonic Acid γ-Lactone,24,0.001
Soil_2,Soil,3,0.1,D-Galactonic Acid γ-Lactone,48,0
Soil_2,Soil,3,0.1,D-Galactonic Acid γ-Lactone,144,0
Soil_2,Soil,3,0.1,L-Arginine,24,0
Soil_2,Soil,3,0.1,L-Arginine,48,0
Soil_2,Soil,3,0.1,L-Arginine,144,0
Soil_2,Soil,3,0.1,Pyruvic Acid Methyl Ester,24,0.192
Soil_2,Soil,3,0.1,Pyruvic Acid Methyl Ester,48,0.494
Soil_2,Soil,3,0.1,Pyruvic Acid Methyl Ester,144,0.589
Soil_2,Soil,3,0.1,D-Xylose,24,0.147
Soil_2,Soil,3,0.1,D-Xylose,48,0.324
Soil_2,Soil,3,0.1,D-Xylose,144,0.364
Soil_2,Soil,3,0.1,D-Galacturonic Acid,24,0.008
Soil_2,Soil,3,0.1,D-Galacturonic Acid,48,0.382
Soil_2,Soil,3,0.1,D-Galacturonic Acid,144,0.305
Soil_2,Soil,3,0.1,L-Asparganine,24,0
Soil_2,Soil,3,0.1,L-Asparganine,48,0
Soil_2,Soil,3,0.1,L-Asparganine,144,0
Soil_2,Soil,3,0.1,Tween 40,24,0
Soil_2,Soil,3,0.1,Tween 40,48,0.172
Soil_2,Soil,3,0.1,Tween 40,144,0.346
Soil_2,Soil,3,0.1,i-Erythitol,24,0.182
Soil_2,Soil,3,0.1,i-Erythitol,48,0.303
Soil_2,Soil,3,0.1,i-Erythitol,144,0.423
Soil_2,Soil,3,0.1,2-Hydroxy Benzoic Acid,24,0.003
Soil_2,Soil,3,0.1,2-Hydroxy Benzoic Acid,48,0.297
Soil_2,Soil,3,0.1,2-Hydroxy Benzoic Acid,144,0.532
Soil_2,Soil,3,0.1,L-Phenylalanine,24,0
Soil_2,Soil,3,0.1,L-Phenylalanine,48,0
Soil_2,Soil,3,0.1,L-Phenylalanine,144,0
Soil_2,Soil,3,0.1,Tween 80,24,0
Soil_2,Soil,3,0.1,Tween 80,48,0.27
Soil_2,Soil,3,0.1,Tween 80,144,0.337
Soil_2,Soil,3,0.1,D-Mannitol,24,0
Soil_2,Soil,3,0.1,D-Mannitol,48,0.414
Soil_2,Soil,3,0.1,D-Mannitol,144,0.63
Soil_2,Soil,3,0.1,4-Hydroxy Benzoic Acid,24,0.081
Soil_2,Soil,3,0.1,4-Hydroxy Benzoic Acid,48,0.66
Soil_2,Soil,3,0.1,4-Hydroxy Benzoic Acid,144,0.606
Soil_2,Soil,3,0.1,L-Serine,24,0
Soil_2,Soil,3,0.1,L-Serine,48,0
Soil_2,Soil,3,0.1,L-Serine,144,0
Soil_2,Soil,3,0.1,α-Cyclodextrin,24,0.188
Soil_2,Soil,3,0.1,α-Cyclodextrin,48,0.479
Soil_2,Soil,3,0.1,α-Cyclodextrin,144,0.585
Soil_2,Soil,3,0.1,N-Acetyl-D-Glucosamine,24,0.258
Soil_2,Soil,3,0.1,N-Acetyl-D-Glucosamine,48,0.5
